Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Mirzya,"Akhtar Chanal Zahri, Daler Mehndi, Nooran Sisters, Sain Zahoor",Bollywood Motivational,Mirzya - Dare To Love,9.0
Sheesha-E-Dil Itna Na Uchhalo,Lata Mangeshkar,Bollywood Dance,Dil Apna Aur Preet Parai,9.0
Tanu Weds Manu Returns (Mashup),Various,Bollywood Dance,Tanu Weds Manu Returns,9.0
Party All Night,Yo Yo Honey Singh,Bollywood Dance,Boss,8.5
Party All Night (Remix),Yo Yo Honey Singh,Bollywood Dance,Boss,8.5
Jai Govinda Jai Gopala,Neeraj Shridhar,Bollywood Dance,Bullett Raja,9.3
Tera Hi Karam,Pankaj Awasthi,Bollywood Sad,Karam,9.3
Rang Birangi Rakhee Lekar,Lata Mangeshkar,Bollywood Dance,Anpadh,8.8
Woh Chand Jaisi Ladki,Udit Narayan,Bollywood Romantic,Devdas,9.4
Woh Chand Jaisi Ladki,Udit Narayan,Bollywood Romantic,Devdas,9.4
Dooriyan Hain Zaroori Bhi Hai,"Monica Dogra, Vishal Dadlani",Bollywood Dance,Break Up Ke Baad,9.6
Main Hoon Prem Rogi,Suresh Wadkar,Bollywood Dance,Prem Rog,7.7
Jag Ja,Suresh Wadkar,Bollywood Romantic,Omkara,9.1
Tumhi Se,"Shreya Ghoshal, Vijay Yesudas",Bollywood Romantic,Chup Chup Ke,9.6
Main Kya Karoon Ram,Lata Mangeshkar,Bollywood Dance,Sangam,8.6
Na Jane Kahan Tum The,"Manna Dey, Suman Kalyanpur",Bollywood Romantic,Zindagi Aur Khwab,9.2
Meherbani (Remix),Jubin Nautiyal,Bollywood Dance,The Shaukeens,9.6
Jab Zero Diya Mere Bharat Ne,"Mahendra Kapoor, Manhar Udhas",Bollywood Patriotic,Purab Aur Pashchim,9.1
Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",Bollywood Romantic,Ekkees Toppon Ki Salaami,9.5
Rimjhim Ke Tarane Leke Aai Barsaat,"Geeta Dutt, Mohammed Rafi",Bollywood Romantic,Kala Bazar,8.8
Kunwara,Salim Merchant,Bollywood Dance,Jodi Breakers,9.4
Ja Ja Ja Mere Bachpan,Lata Mangeshkar,Bollywood Dance,Junglee,9.1
O Panchhi Pyare Sanjh Sakare,Asha Bhosle,Bollywood Dance,Bandini,9.3
Banda Parwar,Mohammed Rafi,Bollywood Dance,Phir Wohi Dil Laya Hoon,9.2
Mera Jeena Hai Kya,Neeraj Shridhar,Bollywood Romantic,Aashayein,9.7
Yeh Hai Bambai Nagaria,Kishore Kumar,Bollywood Dance,Don,8.5
Masoom Chehra Ye Qatil Adayen,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Dil Tera Deewana,9.1
Shanana Na,"Abhijeet, Alka Yagnik, Ayub, Dabboo Malik, Jordy Patel, Sriijiit",Bollywood Dance,Maine Dil Tujhko Diya,9.4
Mehboob Mere,"Alka Yagnik, Sukhwinder Singh",Bollywood Dance,Biwi No.1,9.2
Rote Hue Ate Hain Sab,Kishore Kumar,Bollywood Dance,Muqaddar Ka Sikandar,8.9
Tujhko Jo Paaya,Mohit Chauhan,Bollywood Romance,Crook,9.6
Pe.. Pe.. Pepein… (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",Bollywood Dance,Chance Pe Dance,9.5
Touch Me,"Asha Bhosle, Kishore Kumar",Bollywood Romantic,Himmat Aur Mehanat,8.6
Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",Bollywood Dance,Lage Raho Munna Bhai,9.5
Miss India Martee Mujhpe,"Adnan Sami, Amit Kumar",Bollywood Dance,Dhamal,9.4
Kashmir Ki Kali Hoon Main,Lata Mangeshkar,Bollywood Romantic,Junglee,8.9
Barsaat Ke Mausam Mein,"Kumar Sanu, Roop Kumar Rathod",Bollywood Dance,Naajayaz,8.6
Chammak Challo (Remix),"Akon, Hamsika Iyer",Bollywood Dance,Ra-One,9.3
Aaj Udta Hua Ek Panchhi,Mohammed Rafi,Bollywood Dance,Gehra Daag,8.7
Ek Tu Hi Bharosa,Lata Mangeshkar,Bollywood Devotional,Pukar,9.2
Dhanak,Monali Thakur,Bollywood Dance,Dhanak,9.6
Bhaag Milky Bhaag,"Sanam Puri, Sonu Kakkar",Bollywood Dance,Running Shaadi,9.2
Follow Me,Hard Kaur,Bollywood Dance,Ajab Prem Ki Ghazab Kahani,9.5
Mil Gaya,"Mohammed Rafi, Udit Narayan, Usha Mangeshkar",Bollywood Dance,Unees Bees,9.6
Paayal Meri,"Alka Yagnik, Udit Narayan",Bollywood Dance,Rajkumar,8.6
Sanam Tum Jahan Mera Dil Wahan,Asha Bhosle,Bollywood Dance,Kaalia,9.2
Koi Patthar Se Na Maare,"Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan",Bollywood Sad,Aaja Nachle,9.4
Sun Le Meri Payal Ke Geet,Lata Mangeshkar,Bollywood Dance,Sasural,7.7
Le Jaa Tu Mujhe,Atif Aslam,Bollywood,F.A.L.T.U,9.7
Dil Mein Baji Pyar Ki Shehnaiyan,Lata Mangeshkar,Bollywood Dance,Kohinoor,8.8
Darbadar,"Altamash Khan, Divya Kumar, Harshit Chouhan, Monali Thakur, Shadaab",Bollywood Romantic,I Me Aur Main,9.4
Main Teri Huyi Re Balma,Asha Bhosle,Bollywood Dance,Gehra Daag,8.4
Ek Din Aap,"Alka Yagnik, Kumar Sanu",Bollywood Dance Romantic,Yes Boss,9.5
Party To Banti Hai (Remix),"Meet Bros, Mika Singh",Bollywood Dance,Bhoothnath Returns,8.5
Kuch Khaas,"Mohit Chauhan, Neha Bhasin",Bollywood Dance,Fashion,9.1
Baatein Kuch Ankahee,"Adnan Sami, Pritam Chakraborty",Bollywood Romantic,Life In A Metro,9.5
Aaj Ki Party (Remix),Mika Singh,Bollywood Dance,Bajrangi Bhaijaan,9.3
Ae Watan Ae Watan Humko Teri Qasam,Mohammed Rafi,Bollywood Patriotic,Shaheed,9.6
Ajnabi,Zebunnisa Bangash,Bollywood Romantic,Madras Cafe,9.3
Peer Manava,"Shraddha Pandit, Sukhwinder Singh",Bollywood Dance,Black & White,9.2
Kehta Hai Joker Sara Zamana,Mukesh,Bollywood Dance,Mera Naam Joker,9.0
Dil Mein Sanam Ki Soorat,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Phir Teri Kahani Yaad Aayi,9.1
Tanhai Tanhai,"Alka Yagnik, Udit Narayan",Bollywood Dance,Koyla,8.8
Woh Dekho Jala Ghar Kisi Ka,Lata Mangeshkar,Bollywood Sad,Anpadh,8.6
Zara Nazron Se Kah Do Ji,Hemant Kumar,Bollywood Romantic,Bees Saal Baad,9.0
Chaar Botal Vodka (Remix),Yo Yo Honey Singh,Bollywood Dance,Ragini MMS 2,9.1
Jab Tumhein Aashiqui Maloom,Kumar Sanu,Bollywood Romantic,Ajnabee,9.2
Yaaron Aesa Hai,Salim Merchant,Bollywood Dance,Rangrezz,9.7
Tere Ishq Ka Suroor,"Aaman Trikha, Akshata Dixit",Bollywood Romantic,Single,9.8
Ek Sawal Main Karoon,"Lata Mangeshkar, Mohammed Rafi",Bollywood Dance,Sasural,8.9
It’s All About Tonight,"Rahul Vaidya, Sophie Choudry, Sunidhi Chauhan",Bollywood Dance,Ishkq In Paris,8.8
Dil Mera Ek Aas Ka Panchhi,Subir Sen,Bollywood Dance,Aas Ka Panchhi,8.9
Jaane Kya Dhoondhta Hai,Lucky Ali,Bollywood Dance,Sur,9.7
Sanam Sanam,"Shraddha Pandit, Sukhwinder Singh",Bollywood Dance,Mere Dost Picture Abhi Baki Hai,8.1
Yahaan Vahaan,Farhan Akhtar,Bollywood Dance,Shaadi Ke Side Effects,9.1
Bambai Se Aaya Mera Dost,Bappi Lahiri,Bollywood Dance,Aap Ki Khatir,8.4
Dhin Tak Dhin Tak,Jaspinder Narula,Bollywood Romantic,Bade Miyan Chote Miyan,8.8
Tujhe Dekh Dekh,Rahat Fateh Ali Khan,Bollywood,Kalyug,9.0
Capuchino,Abhishek Nehwal,Bollywood Dance,I Me Aur Main,9.1
Chalo Dildar Chalo,"Himani Kapoor, Himesh Reshammiya, Vinit",Bollywood Romantic,Dil Diya Hai,9.3
Mil Gayee Woh Manzilen,"Alka Yagnik, Kumar Sanu",Bollywood Dance,Kabhi Na Kabhi,9.6
Jaane Kya,Zubeen Garg,Bollywood Sad,Pyaar Ke Side Effects,9.6
Main Der Karta Nahin,"Lata Mangeshkar, Suresh Wadkar",Bollywood Dance,Henna,7.9
Gunday Mashup,"Bappi Lahiri, Javed Ali, Neha Bhasin",Bollywood Dance,Gunday,8.2
Gunday Mashup,Multiple,Bollywood Dance,Gunday,8.2
Sheila Ki Jawani (Remix),"Sunidhi Chauhan, Vishal Dadlani",Bollywood Dance,Tees Maar Khan,8.9
Laakh Duniya Kahe,"Nisha Mascarenhas, Ram Sampath",Bollywood Sad,Talaash,9.6
Ha Raham Mehfuz,"Amit Trivedi, Murtuza Qadir",Bollywood Dance,Aamir,9.6
Jiyara Jiyara,"Alisha Chinai, Hard Kaur",Bollywood Dance,Prince,9.0
All The Best,"Antara Mitra, Rana, Soham",Bollywood Dance,All The Best,9.2
Mallo Malli (Lehmber Hussainpuri),"Hard Kaur, Lehmber Hussainpuri",Bollywood Dance,Mausam,9.3
Freak Out,"Aditi Singh Sharma, Joi Barua",Bollywood Dance,Love Ka The End,9.5
Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",Bollywood Romantic,Bajirao Mastani,9.7
Jugnu,Udit Narayan,Bollywood Dance,Joker,8.6
Sajda,K.K.,Bollywood Dance,Bhool Bhulaiyaa,9.4
Aha Aha,Falguni Pathak,Bollywood Romantic,Na Tum Jaano Na Hum,8.8
Dil Ka Qaraar,"Shraddha Pandit, Sonu Nigam",Bollywood Romantic,Sangharsh,9.3
Wafa Jo Na Ki To,Asha Bhosle,Bollywood Romantic,Muqaddar Ka Sikandar,8.9
Raabta Tujhse Raha,Aaman Trikha,Bollywood Romantic,Yeh Hai Judgement Hanged Till Death,9.1
Teri Tamanna,"KK, Shilpa Rao, Zubeen Garg",Bollywood Dance,The Train,9.2
Lage Na Mora Jiya,Lata Mangeshkar,Bollywood Sad,Ghunghat,9.2
Jane Kya Dhoondti Rahti Hai,Mohammed Rafi,Bollywood Sad,Shola Aur Shabnam,9.3
Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,Bollywood Romantic,Ek Musafir Ek Hasina,9.5
E – Gulbadan Phoolon Ki Mahek,Mohammed Rafi,Bollywood Romantic,Professor,9.1
Chahat Se Hai Begani,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Saajan Chale Sasural,8.4
Action Jackson,Multiple,Bollywood Dance,Action Jackson,8.9
Tujhko Bhulana,"Roshni Baptist, Sangeet Haldipur",Bollywood Dance,Murder 2,9.3
Chodo Kal Ki Batein,Mukesh,Bollywood Patriotic,Hum Hindustani,9.2
Dooba Re Dooba,"Alka Yagnik, Sonu Nigam",Bollywood Dance,Ishq Vishk,9.3
Dillagi Main Jo Beet Jaye,"Himesh Reshammiya, Jayesh Gandhi, Shaan, Sonu Nigam, Sunidhi Chauhan, Vasundhara Das",Bollywood Dance,Aashiq Banaya Aapne,9.3
Tere Chehre Pe,"Kumar Sanu, Sonali Vajpai",Bollywood Romantic,Baazigar,8.7
Khulla Saand,Salim Merchant,Bollywood Dance,Rabba Main Kya Karoon,9.0
Rang Se Hui,Kaushiki Chakraborty,Bollywood Dance,Gulaab Gang,9.4
Yeh Hawa Yeh Fiza Aa Bhi Jaa,Mahendra Kapoor,Bollywood Romantic,Gumrah,9.1
Meri Jaaniye,"Monali Thakur, Shaan",Bollywood Dance,I Me Aur Mein,9.2
Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",Bollywood Romantic,Ek Musafir Ek Hasina,9.4
Dhadakne Lagta Hai Mera Dil,Mohammed Rafi,Bollywood Dance,Dil Tera Deewana,9.4
Aiyo Ji,"Salim Merchant, Shraddha Pandit",Bollywood Dance,Satyagraha,8.4
Dagabaaz Tori Batiyan,Lata Mangeshkar,Bollywood Romantic,Gunga Jumna,8.5
Teri Yaad Dilse Bhulane Chala Hoon,Mukesh,Bollywood Sad,Hariyali Aur Rasta,9.0
I Don’t Luv U,"Monali Thakur, Neuman Pinto",Bollywood Dance,I Don't Luv U,9.2
Meter Down,"Adnan Sami, Merriene, Nimosa",Bollywood Dance,Taxi No. 9211,9.4
Zor Ka Jhatka Haye (Remix),"Master Saleem, Richa Sharma",Bollywood Dance,Action Replayy,9.2
Dil Apna Aur Preet Parai,Lata Mangeshkar,Bollywood Sad,Dil Apna Aur Preet Parai,9.0
Ali Ali – Qawwali,"Krishna Beura, Shraddha Pandit, Vijayta Pandit",Bollywood Devotional,Deewaar,9.1
Kudi Pataka Driver,"Hard Kaur, Mika Singh",Bollywood Dance,Challo Driver,8.9
Dil Jalon Ka Dil Jala Ke,Asha Bhosle,Bollywood Dance,Zanjeer,9.1
Teri Choodiyan Da Crazy Crazy Sound,Wajid Khan,Bollywood Dance,Ishkq In Paris,8.3
Kubool Kar Le,"Amit Sana, Monali Thakur, Prajakta Shukre, Rahul Vaidya, Suzanne, Udit Narayan",Bollywood Dance,Jaan-E-Mann,9.0
Gaaye Jaa (Male),Mohammed Irfan,Bollywood Dance,Brothers,9.7
Sing Raja,"Daler Mehndi, Sonu Kakkar",Bollywood Dance,Joker,9.4
Alif Zaber Aa,Mohammed Rafi,Bollywood Dance,Love In Shimla,9.1
Apni Bhi Kya Zindagi Hai,Mukesh,Bollywood Sad,Aas Ka Panchhi,8.7
Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",Bollywood Romance,Fever,9.4
Jaana Hai,Zubeen Garg,Bollywood Dance,Dum Maaro Dum,9.5
Badan Juda Hote Hain,"Falguni Pathak, Kumar Sanu",Bollywood,Koyla,8.8
Naiyn Tere Zuke Zuke (Sad),Pamela Jain,Bollywood Dance,Khelein Hum Jee Jaan Sey,9.2
Daagh Na Lag Jaye,"Asha Bhosle, Mukesh",Bollywood Dance,Mera Naam Joker,8.6
Mahi Mennu Nahi Karna,Labh Janjua,Bollywood Dance,Dev D,9.5
Khullam Khulla Pyaar Karen,"Jojo Mukherjee, Sunidhi Chauhan",Bollywood Dance,Khullam Khulla Pyaar Karen,8.8
Babbe Mast,"ALTAMAS FARIDI, Sonu Kakkar",Bollywood Dance,What The Fish,8.7
Gori Zara Hans De Tu Hans De,Mohammed Rafi,Bollywood Dance,Asli Naqli,9.3
Mat Ro Mata Lal Tere,Manna Dey,Bollywood Sad,Bandini,9.2
Bismillah,Kailash Kher,Bollywood Sad,Aazaan,9.2
Shukriya Zindagi Shukriya Zindagi,Shafqat Amanat Ali,Bollywood Romantic,Aashayein,9.7
O Janewale Ho Sake To Laut Ke Aana,Mukesh,Bollywood Sad,Bandini,9.2
Aanchal Men Saja Lena,Mohammed Rafi,Bollywood Romantic,Phir Wohi Dil Laya Hoon,9.5
Tum Paas Aa Rahe Ho,"Jagjit Singh, Lata Mangeshkar",Bollywood Romantic,Veer Zaara,9.6
Badle Badle Mere Sarkar,Lata Mangeshkar,Bollywood Sad,Chaudhvin Ka Chand,8.8
Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,Bollywood Sad,Bandini,9.4
Din Dhal Gaya Hai,"Alka Yagnik, Udit Narayan",Bollywood Dance,Dil Tera Deewana,8.0
Baadal,"Adnan Sami, Alka Yagnik",Bollywood Dance,Yuva,9.6
Chori Chori Chori Se,"Amitabh Bachchan, Jaspinder Narula, Sonu Nigam",Bollywood Dance,Sooryavansham,8.7
Haseenon Ki Sawari Hai,"Mohammed Rafi, Suman Kalyanpur",Bollywood Dance,Love In Shimla,9.1
Kaisi Hai Ye Udaasi,Kailash Kher,Bollywood Sad,Karthik Calling Karthik,9.5
Haan Bhai Haan,"Amit Kumar, Anuradha Paudwal",Bollywood Dance,Toofan,9.1
Nasha Nasha,Neha Bhasin,Bollywood Dance,Daddy Cool,9.2
Apni To Har Aah,Mohammed Rafi,Bollywood Sad,Kala Bazar,9.5
Ho Maine Pyar Kiya,Lata Mangeshkar,Bollywood Dance,Jis Desh Mein Ganga Behti Hai,8.6
Chal Jhoothi,"Shraddha Pandit, Udit Narayan",Bollywood Dance,Jis Desh Mein Ganga Rehta Hai,7.4
Kaise Kahoon Main Baat Jiya Ki,Asha Bhosle,Bollywood Romantic,Gehra Daag,8.3
Meri Jaaniye,"Monali Thakur, Shaan",Bollywood Romantic,I Me Aur Main,9.2
Na Tum Jano Na Hum,Lucky Ali,Bollywood Romantic,Kaho Naa.... Pyaar Hai,9.1
Jaane Bhi De (Duet),"Sonu Nigam, Sunidhi Chauhan",Bollywood Romantic,Ishkq In Paris,9.0
Ae Dil Pyar Ki Manzil,Mukesh,Bollywood Dance,Aas Ka Panchhi,8.4
Patli Kamar Hai,"Lata Mangeshkar, Mukesh",Bollywood Dance,Barsaat,9.1
Lungi Dance (Remix),Yo Yo Honey Singh,Bollywood Dance,Chennai Express,9.0
Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Ghunghat,9.4
Tumhen Pa Ke Humne Jahan Pa Liya,"Asha Bhosle, Mohammed Rafi",Bollywood Romantic,Gehra Daag,8.6
Dhoop,Shreya Ghoshal,Bollywood Romantic,Goliyon Ki Rasleela Ram-leela,9.6
Ghoongte Mein Chanda,Udit Narayan,Bollywood Dance,Koyla,9.3
Hum Ko Tumhare Ishq Ne,Mohammed Rafi,Bollywood Romantic,Ek Musafir Ek Hasina,9.3
Accident Ho Gaya,"Asha Bhosle, Prayag Raj, Shabbir Kumar",Bollywood Dance,Coolie,7.6
Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",Bollywood Dance,Band Baaja Baaraat,9.5
Is Pal Ki Soch,Harshdeep Kaur,Bollywood Dance,Halla Bol,8.8
Sach Hue Sapne Apne,Asha Bhosle,Bollywood Dance,Kala Bazar,9.3
Rang De,"Shankar Mahadevan, Suraj Jagan",Bollywood Motivational,My Name is Khan,9.8
Le Jaa,Pankaj Awasthi,Bollywood Sad,Karam,9.4
Wah Wah Ram Ji,"Lata Mangeshkar, S.P. Balasubrahmanyam",Bollywood Dance,Hum Aapke Hain Koun,8.3
Hay Re Insaan Ki Majbooriya,Mohammed Rafi,Bollywood Sad,Ghunghat,9.6
Sanjh Dhali,"Asha Bhosle, Manna Dey",Bollywood Romantic,Kala Bazar,9.2
Kabhi Kisi Ki Khushian Koi Loote Na,Mukesh,Bollywood Sad,Zindagi Aur Khwab,8.9
Danka Bajega,Aaman Trikha,Bollywood Dance,Khel To Abb Shuru Hoga,5.8
Ibn-E-Batuta,Mika Singh,Bollywood Dance,Ishqiya,8.8
Dil To Bachcha Hai,Rahat Fateh Ali Khan,Bollywood Romantic,Ishqiya,8.9
Dekhen Bhi To Kya Dekhen,"Lata Mangeshkar, Udit Narayan",Bollywood Dance,Farz,8.4
Ae Baby Ae Jee Idhar Aao,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Love In Shimla,9.4
Hamdam Mere,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Phir Wohi Dil Laya Hoon,9.4
Band Baaja Baaraat Mashup,Multiple,Bollywood Dance,Band Baaja Baaraat,8.7
Teetar Ke Do Aage Teetar,"Asha Bhosle, Mukesh, Simi Garewal",Bollywood Dance,Mera Naam Joker,8.3
Shakira,"Hard Kaur, Kalpana, Master Saleem",Bollywood Dance,No Problem,9.1
Shakira,"Hard Kaur, Master Saleem, Pritam Chakraborty",Bollywood Dance,No Problem,9.1
Jiya Le Gayo Ji Mora Sanwariya,Lata Mangeshkar,Bollywood Dance,Anpadh,9.0
Mori Chham Chham Baje Payaliya,Lata Mangeshkar,Bollywood Dance,Ghunghat,7.6
G Pe Danda,"Aaman Trikha, Pawni Pandey, Prashant Vadhyar",Bollywood Dance,Fugly,7.2
Lootnewale,"Master Saleem, Sukhwinder Singh, Vishal Bhardwaj",Bollywood Dance,Matru Ki Bijlee Ka Mandola,9.3
Anjaana Anjaani Ki Kahani,"Monali Thakur, Nikhil Dsouza",Bollywood Sad,Anjaana Anjaani,9.3
Teen Patti,Salim Merchant,Bollywood Dance,Teen Patti,8.8
Khuda Hafiz Anjaani Anjaana,"Karthik, Lucky Ali, Sunitha Sarathy",Bollywood Dance,Yuva,9.3
Jaane,Sunidhi Chauhan,Bollywood Sad,Chameli,9.1
Awaara,Master Saleem,Bollywood Dance,7 Khoon Maaf,9.6
Mera Mirza Sher Jawan,Daler Mehndi,Bollywood Sad,Mirzya - Dare To Love,9.0
Dhoondo Dhoondo Re Sajna,Lata Mangeshkar,Bollywood Romantic,Gunga Jumna,8.8
Kitna Pyara Ye Chehra,"Anuradha Paudwal, Inderjeet",Bollywood Dance,Beta,8.2
Dil Ki Kahani Rang Layee Hai,Asha Bhosle,Bollywood Dance,Chaudhvin Ka Chand,9.1
Party On My Mind (Remix),"Shefali Alvares, Yo Yo Honey Singh",Bollywood Dance,Race 2,9.2
Jane Kahan Gayi,Mohammed Rafi,Bollywood Dance,Dil Apna Aur Preet Parai,9.1
Mirza Se Darre Khuda Daler Mehndi,Daler Mehndi,Bollywood Motivational,Mirzya - Dare To Love,7.1
Larki Deewani Dekho,"Sunidhi Chauhan, Udit Narayan",Bollywood,Shastra,9.2
Arre Yaaro Mere Pyaaro,"Udit Narayan, Vijayeta Pandit",Bollywood,Jo Jeeta Wohi Sikander,9.3
Reham Nazar Karo,Mohammed Rafi,Bollywood Devotional,Shirdi Saibaba,9.6
Ae Bhai Zara Dekh Ke Chalo,Manna Dey,Bollywood Dance,Mera Naam Joker,8.8
Bedardi Mere Saiyan,Asha Bhosle,Bollywood Dance,Chaudhvin Ka Chand,9.4
Gaal Gulabi Kis Ke Hain,Mohammed Rafi,Bollywood Dance,Love In Shimla,9.4
Bechayan Sapne,"Abhijeet Sawant, Gulraj Singh, Mahalakshmi Iyer, Sameer Khan, Shankar Mahadevan",Bollywood Dance,Romance Now,9.0
Yeh Lucknow Ki Sar Zameen,Mohammed Rafi,Bollywood Dance,Chaudhvin Ka Chand,9.1
Ab Mujhe Koi,Rekha Bhardwaj,Bollywood Sad,Ishqiya,9.3
Mera Bandar Chala Sasural,"Kamal Barot, Mohammed Rafi",Bollywood Dance,Zindagi Aur Khwab,7.3
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhonsle",Bollywood Romantic,Aankhen,8.1
O Lal Dupatte Wali,"Alka Yagnik, Kavita Krishnamurthy, Kumar Sanu, Sudesh Bhosle",Bollywood Dance,Aankhen,8.1
Kehti Hai Jhuki Jhuki Nazar,Suman Kalyanpur,Bollywood Dance,Zindagi Aur Khwab,8.7
Dil To Dete Nahin,Asha Bhosle,Bollywood Dance,Kaalia,8.6
Ek Thi Ladki Meri Saheli,Asha Bhosle,Bollywood Dance,Gumrah,9.2
Khoye Khoye Din Hain,"Anuradha Paudwal, Sonu Nigam",Bollywood Dance,Hum Tumhare Hain Sanam,8.9
Baadalon Mein Chup Raha Chand,"Alka Yagnik, Kumar Sanu",Bollywood Romantic,Phir Teri Kahani Yaad Aayee,8.5
Paaji Tussi Such A Pussy Cat (Remix),"Amitabh Bhattacharya, Divya Kumar, Jigar Saraiya",Bollywood Dance,Happy Ending,8.0
Dil Na Kahin Lagana,Asha Bhosle,Bollywood Dance,Ghunghat,9.1
Tan Rang Lo Ji Aaj Man Ranglo,"Lata Mangeshkar, Mohammed Rafi",Bollywood Dance,Kohinoor,9.1
Gori Ghunghat Mein Mukhda,Asha Bhosle,Bollywood Dance,Ghunghat,9.0
Azmale Ye Formulae,"Abhijeet, Shraddha Pandit",Bollywood Dance,Khoobsurat,9.1
O Chhalia Re Chhalia,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Gunga Jumna,8.5
Rang Deni,"Kailash Kher, Mahua Kamat, Shraddha Pandit",Bollywood Dance,Dev,9.1
Is Nagari Mein,Jagjit Singh,Bollywood Sad,Bhopal Express,9.7
Kateli Kateli Nasheli Nasheli,Suman Kalyanpur,Bollywood Dance,Zindagi Aur Khwab,8.2
Love Ka Matlab Hai Pyar,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Love In Shimla,9.6
Sau Tarah Ke (Revisited),"Abhijeet Sawant, Aditi Singh Sharma ·",Bollywood Dance,Dishoom,7.5
khwab jo raag de,"Rahat Fateh Ali Khan, Shankar Mahadevan",Bollywood,London Dreams,9.3
Bhagwan Ek Qasoor Ki,Mohammed Rafi,Bollywood Sad,Gehra Daag,8.5
Savaiyaa – Chhota Sa Saajan,"Aparnaa Bhaagwat, Suresh Wadkar",Bollywood Dance,Vivah,8.9
Dil Tham Chale Hum Aaj Kidhar,Mohammed Rafi,Bollywood Dance,Love In Shimla,9.1
Happy Ending Mashup,Multiple,Bollywood Dance,Happy Ending,7.0
Koi Aisa Alam,"Mahalakshmi Iyer, Sonu Nigam",Bollywood Romantic,Karam,9.3
Rikshe Pe Mere Tum Aa Baithe,"Asha Bhosle, Mohammed Rafi",Bollywood Dance,Dil Tera Deewana,9.1
Har Subah Yaad Rakhna,"Lata Mangeshkar, Udit Narayan",Bollywood Romantic,Farz,7.6
Koi Pyar Ki Dekhe Jadugari,"Lata Mangeshkar, Mohammed Rafi",Bollywood Romantic,Kohinoor,9.4
Ek Dafa Ek Jungle Tha,"Ilaiyaraaja, Kamal Haasan, Sridevi",Bollywood Dance,Sadma,9.4
Lamhon Ke Rasgulle,"Bianca Gomes, Sunidhi Chauhan",Bollywood Dance,Kahaani 2,7.1
Bum Mein Dum,Aaman Trikha,Bollywood Dance,Shaukeen Kaminay,8.8
Mose Mera Shyam Rootha,Lata Mangeshkar,Bollywood Devotional,Johny Mera Naam,9.4
Apni Ulfat Pe Zamane Ka,Mukesh,Bollywood Dance,Sasural,9.3
Aarti (Tumre Bhavan Mein),"Kishori Gowariker, Rekha Bharadwaj, Shraddha Pandit, Sujata Majumdar",Bollywood Devotional,Delhi-6,8.9
Har Subah,"K. S. Chithra, Kumar Sanu",Bollywood Romantic,Sooryavansham,8.7
Khel Wohi Phir Aaj Tu Khela,Kavita Krishnamurthy,Bollywood Dance,Nigahen,8.8
Chhad Zid Karna,"Anuradha Paudwal, Udit Narayan",Bollywood Dance,Pyaar Kiya To Darna Kya,8.8
Pal Mein Mila Jahan,Shankar Mahadevan,Bollywood Romantic,Aashayein,9.4
Balam Se Milan Hoga,Geeta Dutt,Bollywood Dance,Chaudhvin Ka Chand,9.1
Phool Bagiya Men Bhanware Aaye,Mubarak Begum,Bollywood Dance,Zindagi Aur Khwab,6.4
Itni Badi Mehfil,Asha Bhosle,Bollywood Dance,Dil Apna Aur Preet Parai,9.1
Ishq Nachaya Kare,Sunidhi Chauhan,Bollywood Dance,Karam,9.3
Mohabbat Ke Din Ho,"Alka Yagnik, Udit Narayan",Bollywood Dance,Farz,9.4
Saaiyaan,Salim Sulaiman,Bollywood Sad,Heroine,9.7
Tora Man Bada Papi,Asha Bhosle,Bollywood Dance,Ganga Jumna,8.4
Dekho Bijli Dole Bin Badal Ki,"Asha Bhosle, Usha Mangeshkar",Bollywood Dance,Phir Wohi Dil Laya Hoon,9.6
Badi Dheere Jali,Rekha Bhardwaj,Bollywood Sad,Ishqiya,9.1
Parody,"Abhishek Nailwal, Aditi Paul, Aishwarya Nigam, Manoj Mishra, Sudesh Bhosle",Bollywood Dance,Gang Of Ghosts,8.6
